Bezug,Artikelnummer,Name_Suche,Datum,erfüllt,Benutzer,Lichtart,BA-Nr.,L*,a*,b*,"ΔL* ±1,5","Δa* ±0,40","Δb* ±0,40",ΔE*
,100006,Artikel Zeta,24.02.2026 01:24,erfüllt,Mitarbeiter C,D45,BA-1002,"55,12","-0,3","3,88","0,12","-0,3","-0,12","0,34"
,100013,Artikel Nu,24.02.2026 14:28,erfüllt,Mitarbeiter D,D45,BA-1003,"55,57","-0,28","4,14","0,57","-0,28","0,14","0,65"
,100024,Artikel Omega,25.02.2026 11:02,erfüllt,Mitarbeiter B,D45,BA-1003,"55,53","-0,21","4,3","0,53","-0,21","0,3","0,64"
,100003,Artikel Gamma,25.02.2026 23:26,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"55,38","-0,14","3,5","0,38","-0,14","-0,5","0,64"
,100009,Artikel Iota,26.02.2026 05:53,erfüllt,Mitarbeiter B,D45,BA-1004,"56,01","0,15","4,26","1,01","0,15","0,26","1,05"
,100021,Artikel Phi,26.02.2026 16:11,erfüllt,Mitarbeiter A,D45,BA-1002,"54,78","0,22","4,17","-0,22","0,22","0,17","0,35"
,100015,Artikel Omikron,27.02.2026 10:57,erfüllt,Mitarbeiter B,D45,BA-1001,"56,22","-0,16","3,91","1,22","-0,16","-0,09","1,23"
,100020,Artikel Upsilon,28.02.2026 02:20,erfüllt,Mitarbeiter B,D45,BA-1004,"54,63","-0,32","4,24","-0,37","-0,32","0,24","0,54"
,100007,Artikel Eta,28.02.2026 06:49,erfüllt,Mitarbeiter C,D45,BA-1002,"54,45","-0,26","4,24","-0,55","-0,26","0,24","0,65"
,100007,Artikel Eta,03.03.2026 13:16,erfüllt,Mitarbeiter B,D45,BA-1001,"54,16","0,13","4,13","-0,84","0,13","0,13","0,86"
,100021,Artikel Phi,03.03.2026 13:27,erfüllt,Mitarbeiter C,D45,BA-1001,"54,12","0,22","4,14","-0,88","0,22","0,14","0,92"
,100004,Artikel Delta,03.03.2026 15:00,erfüllt,Mitarbeiter B,D45,BA-1004,"54,83","-0,04","3,81","-0,17","-0,04","-0,19","0,26"
,100010,Artikel Kappa,04.03.2026 03:39,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"56,18","-0,58","3,73","1,18","-0,58","-0,27","1,34"
,100021,Artikel Phi,04.03.2026 12:46,erfüllt,Mitarbeiter B,D45,BA-1001,"54,25","-0,24","3,82","-0,75","-0,24","-0,18","0,81"
,100009,Artikel Iota,05.03.2026 01:26,erfüllt,Mitarbeiter A,D45,BA-1003,"55,09","0,18","3,93","0,09","0,18","-0,07","0,21"
,100019,Artikel Tau,05.03.2026 11:01,erfüllt,Mitarbeiter C,D45,BA-1001,"54,02","-0,33","4,08","-0,98","-0,33","0,08","1,04"
,100011,Artikel Lambda,05.03.2026 22:24,erfüllt,Mitarbeiter D,D45,BA-1003,"54,03","-0,01","4,06","-0,97","-0,01","0,06","0,97"
,100018,Artikel Sigma,06.03.2026 13:31,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,54","-0,49","3,88","-0,46","-0,49","-0,12","0,68"
,100019,Artikel Tau,07.03.2026 11:48,erfüllt,Mitarbeiter A,D45,BA-1004,"54,74","-0,17","4,16","-0,26","-0,17","0,16","0,35"
,100003,Artikel Gamma,07.03.2026 14:10,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"56,94","0,12","4,3","1,94","0,12","0,3","1,97"
,100016,Artikel Pi,09.03.2026 09:14,erfüllt,Mitarbeiter A,D45,BA-1001,"56,16","-0,29","3,89","1,16","-0,29","-0,11","1,2"
,100002,Artikel Beta,10.03.2026 17:35,erfüllt,Mitarbeiter C,D45,BA-1004,"54,47","0,33","4,11","-0,53","0,33","0,11","0,63"
,100011,Artikel Lambda,10.03.2026 21:45,erfüllt,Mitarbeiter A,D45,BA-1002,"53,94","0,02","3,96","-1,06","0,02","-0,04","1,06"
,100022,Artikel Chi,11.03.2026 21:17,erfüllt,Mitarbeiter C,D45,BA-1003,"53,98",0,"4,04","-1,02",0,"0,04","1,02"
,100014,Artikel Xi,12.03.2026 21:39,erfüllt,Mitarbeiter C,D45,BA-1004,"56,2","-0,28","3,71","1,2","-0,28","-0,29","1,27"
,100023,Artikel Psi,13.03.2026 13:50,erfüllt,Mitarbeiter C,D45,BA-1003,"54,73","0,29","3,66","-0,27","0,29","-0,34","0,52"
,100007,Artikel Eta,14.03.2026 13:24,erfüllt,Mitarbeiter A,D45,BA-1004,"56,21","-0,27","4,01","1,21","-0,27","0,01","1,24"
,100002,Artikel Beta,16.03.2026 06:03,erfüllt,Mitarbeiter A,D45,BA-1002,"54,47","0,22","4,28","-0,53","0,22","0,28","0,64"
,100002,Artikel Beta,16.03.2026 09:02,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"53,28","0,01","4,04","-1,72","0,01","0,04","1,72"
,100019,Artikel Tau,17.03.2026 08:24,erfüllt,Mitarbeiter D,D45,BA-1002,"54,2","-0,23","3,72","-0,8","-0,23","-0,28","0,88"
,100016,Artikel Pi,20.03.2026 01:17,erfüllt,Mitarbeiter B,D45,BA-1003,"54,09","0,01","4,12","-0,91","0,01","0,12","0,92"
,100002,Artikel Beta,20.03.2026 13:39,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,53","0,61","4,11","-0,47","0,61","0,11","0,78"
,100005,Artikel Epsilon,21.03.2026 19:34,erfüllt,Mitarbeiter A,D45,BA-1003,"55,85","0,33","3,75","0,85","0,33","-0,25","0,95"
,100002,Artikel Beta,22.03.2026 05:14,erfüllt,Mitarbeiter D,D45,BA-1001,"54,79","-0,21","4,28","-0,21","-0,21","0,28","0,41"
,100012,Artikel Mu,22.03.2026 12:34,erfüllt,Mitarbeiter D,D45,BA-1002,"55,25","-0,16","3,79","0,25","-0,16","-0,21","0,36"
,100009,Artikel Iota,25.03.2026 05:15,erfüllt,Mitarbeiter D,D45,BA-1001,"55,74","0,12","4,12","0,74","0,12","0,12","0,76"
,100016,Artikel Pi,25.03.2026 14:00,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"53,95","-0,32","3,28","-1,05","-0,32","-0,72","1,31"
,100016,Artikel Pi,25.03.2026 18:20,erfüllt,Mitarbeiter C,D45,BA-1003,"54,77","0,28","4,19","-0,23","0,28","0,19","0,41"
,100003,Artikel Gamma,26.03.2026 01:42,nicht erfüllt,Mitarbeiter C,D45,BA-1004,"54,13","-0,61","3,86","-0,87","-0,61","-0,14","1,07"
,100017,Artikel Rho,26.03.2026 02:13,erfüllt,Mitarbeiter A,D45,BA-1002,"56,17","0,25","4,06","1,17","0,25","0,06","1,2"
,100023,Artikel Psi,26.03.2026 09:41,erfüllt,Mitarbeiter A,D45,BA-1001,"55,17","0,22","3,98","0,17","0,22","-0,02","0,28"
,100009,Artikel Iota,26.03.2026 17:57,erfüllt,Mitarbeiter A,D45,BA-1003,"55,15","-0,27","4,02","0,15","-0,27","0,02","0,31"
,100023,Artikel Psi,28.03.2026 02:01,erfüllt,Mitarbeiter C,D45,BA-1002,"54,76","-0,02","3,85","-0,24","-0,02","-0,15","0,28"
,100021,Artikel Phi,28.03.2026 14:31,erfüllt,Mitarbeiter C,D45,BA-1004,"56,21","0,29","3,8","1,21","0,29","-0,2","1,26"
,100017,Artikel Rho,30.03.2026 16:45,erfüllt,Mitarbeiter D,D45,BA-1003,"54,7","0,04","3,8","-0,3","0,04","-0,2","0,36"
,100020,Artikel Upsilon,31.03.2026 01:13,erfüllt,Mitarbeiter A,D45,BA-1003,"54,18","-0,16","3,79","-0,82","-0,16","-0,21","0,86"
,100018,Artikel Sigma,31.03.2026 04:31,nicht erfüllt,Mitarbeiter C,D45,BA-1004,"54,66","0,21","4,72","-0,34","0,21","0,72","0,82"
,100001,Artikel Alpha,31.03.2026 22:13,erfüllt,Mitarbeiter C,D45,BA-1001,"54,37","-0,24","3,77","-0,63","-0,24","-0,23","0,71"
,100004,Artikel Delta,01.04.2026 00:00,erfüllt,Mitarbeiter D,D45,BA-1001,"54,57","-0,26","4,26","-0,43","-0,26","0,26","0,57"
,100016,Artikel Pi,01.04.2026 08:44,erfüllt,Mitarbeiter C,D45,BA-1001,"54,22","-0,1","4,01","-0,78","-0,1","0,01","0,79"
,100014,Artikel Xi,02.04.2026 09:03,erfüllt,Mitarbeiter B,D45,BA-1002,"55,14","-0,13","3,71","0,14","-0,13","-0,29","0,35"
,100024,Artikel Omega,02.04.2026 20:03,erfüllt,Mitarbeiter B,D45,BA-1001,"56,23","0,18","4,09","1,23","0,18","0,09","1,25"
,100020,Artikel Upsilon,03.04.2026 04:59,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"56,11","-0,21","3,26","1,11","-0,21","-0,74","1,35"
,100011,Artikel Lambda,04.04.2026 19:24,erfüllt,Mitarbeiter B,D45,BA-1003,"54,48","-0,21","3,7","-0,52","-0,21","-0,3","0,64"
,100024,Artikel Omega,05.04.2026 03:01,erfüllt,Mitarbeiter D,D45,BA-1001,"54,87","0,13","3,81","-0,13","0,13","-0,19","0,26"
,100009,Artikel Iota,05.04.2026 10:03,erfüllt,Mitarbeiter A,D45,BA-1004,"55,33","-0,08","4,14","0,33","-0,08","0,14","0,37"
,100002,Artikel Beta,05.04.2026 12:50,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"53,13","-0,1","3,91","-1,87","-0,1","-0,09","1,87"
,100007,Artikel Eta,05.04.2026 19:34,erfüllt,Mitarbeiter A,D45,BA-1004,"55,19","-0,2","4,3","0,19","-0,2","0,3","0,41"
,100004,Artikel Delta,06.04.2026 09:10,erfüllt,Mitarbeiter A,D45,BA-1003,"53,97","0,29","3,75","-1,03","0,29","-0,25","1,1"
,100023,Artikel Psi,06.04.2026 15:15,erfüllt,Mitarbeiter B,D45,BA-1001,"55,17","-0,29","4,16","0,17","-0,29","0,16","0,37"
,100014,Artikel Xi,07.04.2026 07:51,erfüllt,Mitarbeiter C,D45,BA-1004,"55,56","-0,26","3,94","0,56","-0,26","-0,06","0,62"
,100017,Artikel Rho,08.04.2026 03:58,erfüllt,Mitarbeiter A,D45,BA-1001,"53,95","-0,21","3,89","-1,05","-0,21","-0,11","1,08"
,100025,Artikel Nova,10.04.2026 03:32,erfüllt,Mitarbeiter B,D45,BA-1004,"54,15","0,08","4,27","-0,85","0,08","0,27","0,9"
,100016,Artikel Pi,12.04.2026 23:39,erfüllt,Mitarbeiter B,D45,BA-1002,"55,15","0,2","3,92","0,15","0,2","-0,08","0,26"
,100012,Artikel Mu,14.04.2026 00:35,erfüllt,Mitarbeiter B,D45,BA-1004,"55,49","0,15","4,09","0,49","0,15","0,09","0,52"
,100025,Artikel Nova,15.04.2026 16:47,erfüllt,Mitarbeiter B,D45,BA-1001,"54,57","-0,27","3,74","-0,43","-0,27","-0,26","0,57"
,100005,Artikel Epsilon,16.04.2026 08:02,erfüllt,Mitarbeiter A,D45,BA-1002,"53,92","-0,22","3,68","-1,08","-0,22","-0,32","1,15"
,100020,Artikel Upsilon,16.04.2026 12:18,erfüllt,Mitarbeiter A,D45,BA-1003,"53,95","0,17","3,97","-1,05","0,17","-0,03","1,06"
,100009,Artikel Iota,17.04.2026 04:48,erfüllt,Mitarbeiter D,D45,BA-1002,"55,67","-0,2","4,22","0,67","-0,2","0,22","0,73"
,100015,Artikel Omikron,17.04.2026 06:02,erfüllt,Mitarbeiter C,D45,BA-1003,"54,16","-0,06","3,89","-0,84","-0,06","-0,11","0,85"
,100015,Artikel Omikron,17.04.2026 10:38,erfüllt,Mitarbeiter C,D45,BA-1003,"55,93","0,08","3,79","0,93","0,08","-0,21","0,96"
,100004,Artikel Delta,18.04.2026 11:35,erfüllt,Mitarbeiter C,D45,BA-1002,"53,91","-0,24","3,91","-1,09","-0,24","-0,09","1,12"
,100018,Artikel Sigma,18.04.2026 13:05,erfüllt,Mitarbeiter C,D45,BA-1003,"55,99","0,3","4,2","0,99","0,3","0,2","1,05"
,100018,Artikel Sigma,18.04.2026 23:15,erfüllt,Mitarbeiter C,D45,BA-1003,"54,34","-0,18","4,21","-0,66","-0,18","0,21","0,72"
,100002,Artikel Beta,19.04.2026 00:11,erfüllt,Mitarbeiter D,D45,BA-1002,"55,47","-0,32","3,89","0,47","-0,32","-0,11","0,58"
,100018,Artikel Sigma,19.04.2026 00:55,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"56,79","-0,15","4,3","1,79","-0,15","0,3","1,82"
,100006,Artikel Zeta,20.04.2026 05:17,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"54,27","-0,16","3,41","-0,73","-0,16","-0,59","0,95"
,100016,Artikel Pi,20.04.2026 12:08,erfüllt,Mitarbeiter A,D45,BA-1003,"55,72","0,12","3,86","0,72","0,12","-0,14","0,74"
,100011,Artikel Lambda,20.04.2026 15:33,erfüllt,Mitarbeiter B,D45,BA-1003,"53,86","0,04","3,78","-1,14","0,04","-0,22","1,16"
,100003,Artikel Gamma,20.04.2026 21:03,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"53,3","0,23","3,8","-1,7","0,23","-0,2","1,73"
,100005,Artikel Epsilon,20.04.2026 22:29,erfüllt,Mitarbeiter C,D45,BA-1004,"54,47","0,02","3,92","-0,53","0,02","-0,08","0,54"
,100017,Artikel Rho,21.04.2026 16:45,erfüllt,Mitarbeiter A,D45,BA-1004,"55,77","0,21","3,66","0,77","0,21","-0,34","0,87"
,100011,Artikel Lambda,21.04.2026 19:08,erfüllt,Mitarbeiter D,D45,BA-1004,"54,38","-0,03","3,84","-0,62","-0,03","-0,16","0,64"
,100011,Artikel Lambda,21.04.2026 21:07,erfüllt,Mitarbeiter B,D45,BA-1001,"55,06","-0,14","4,31","0,06","-0,14","0,31","0,35"
,100008,Artikel Theta,22.04.2026 00:59,erfüllt,Mitarbeiter C,D45,BA-1003,"54,16","0,24","3,67","-0,84","0,24","-0,33","0,93"
,100013,Artikel Nu,22.04.2026 06:50,erfüllt,Mitarbeiter B,D45,BA-1004,"54,63",0,"3,92","-0,37",0,"-0,08","0,38"
,100022,Artikel Chi,24.04.2026 01:22,erfüllt,Mitarbeiter C,D45,BA-1003,"54,83","-0,19","3,73","-0,17","-0,19","-0,27","0,37"
,100010,Artikel Kappa,24.04.2026 11:18,erfüllt,Mitarbeiter A,D45,BA-1002,"54,63","-0,17","4,22","-0,37","-0,17","0,22","0,46"
,100014,Artikel Xi,27.04.2026 20:35,erfüllt,Mitarbeiter D,D45,BA-1004,"54,57","-0,34","4,26","-0,43","-0,34","0,26","0,61"
,100014,Artikel Xi,27.04.2026 22:51,erfüllt,Mitarbeiter A,D45,BA-1002,"56,08","0,07","4,23","1,08","0,07","0,23","1,11"
,100005,Artikel Epsilon,29.04.2026 03:34,erfüllt,Mitarbeiter B,D45,BA-1001,"54,5","-0,32","4,01","-0,5","-0,32","0,01","0,59"
,100023,Artikel Psi,29.04.2026 15:12,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"55,73","-0,14","4,62","0,73","-0,14","0,62","0,97"
,100013,Artikel Nu,30.04.2026 05:18,erfüllt,Mitarbeiter B,D45,BA-1001,"54,62","0,23","3,73","-0,38","0,23","-0,27","0,52"
,100020,Artikel Upsilon,30.04.2026 08:19,erfüllt,Mitarbeiter C,D45,BA-1003,"54,95","-0,07","4,33","-0,05","-0,07","0,33","0,34"
,100016,Artikel Pi,30.04.2026 10:43,erfüllt,Mitarbeiter D,D45,BA-1003,"54,51","-0,18","3,75","-0,49","-0,18","-0,25","0,58"
,100023,Artikel Psi,01.05.2026 04:03,erfüllt,Mitarbeiter D,D45,BA-1001,"54,55","0,11","3,99","-0,45","0,11","-0,01","0,46"
,100011,Artikel Lambda,01.05.2026 08:16,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"53,77","0,62","4,28","-1,23","0,62","0,28","1,41"
,100011,Artikel Lambda,02.05.2026 22:48,erfüllt,Mitarbeiter D,D45,BA-1002,"55,82","-0,1","3,89","0,82","-0,1","-0,11","0,83"
,100016,Artikel Pi,02.05.2026 23:29,erfüllt,Mitarbeiter A,D45,BA-1003,"55,5","0,23","4,13","0,5","0,23","0,13","0,57"
,100023,Artikel Psi,03.05.2026 02:36,erfüllt,Mitarbeiter C,D45,BA-1002,"55,9","0,32","3,66","0,9","0,32","-0,34","1,01"
,100005,Artikel Epsilon,03.05.2026 03:04,erfüllt,Mitarbeiter B,D45,BA-1004,"54,3","0,04","4,3","-0,7","0,04","0,3","0,76"
,100016,Artikel Pi,05.05.2026 00:30,erfüllt,Mitarbeiter D,D45,BA-1001,"55,4","-0,08","4,13","0,4","-0,08","0,13","0,43"
,100013,Artikel Nu,05.05.2026 02:16,erfüllt,Mitarbeiter A,D45,BA-1002,"54,67","0,26","3,9","-0,33","0,26","-0,1","0,43"
,100006,Artikel Zeta,06.05.2026 17:10,erfüllt,Mitarbeiter A,D45,BA-1002,"55,48","-0,31","4,02","0,48","-0,31","0,02","0,57"
,100024,Artikel Omega,07.05.2026 08:33,erfüllt,Mitarbeiter A,D45,BA-1003,"55,05","0,18","4,24","0,05","0,18","0,24","0,3"
,100013,Artikel Nu,07.05.2026 13:29,erfüllt,Mitarbeiter D,D45,BA-1002,"56,19","-0,19","3,87","1,19","-0,19","-0,13","1,21"
,100002,Artikel Beta,07.05.2026 22:55,erfüllt,Mitarbeiter C,D45,BA-1003,"53,82","-0,23","4,23","-1,18","-0,23","0,23","1,22"
,100009,Artikel Iota,08.05.2026 13:40,erfüllt,Mitarbeiter D,D45,BA-1004,"54,69","0,2","4,3","-0,31","0,2","0,3","0,48"
,100009,Artikel Iota,09.05.2026 02:25,erfüllt,Mitarbeiter A,D45,BA-1002,"55,4","-0,19","3,75","0,4","-0,19","-0,25","0,51"
,100008,Artikel Theta,09.05.2026 10:37,erfüllt,Mitarbeiter A,D45,BA-1004,"54,38","0,02","3,74","-0,62","0,02","-0,26","0,67"
,100006,Artikel Zeta,10.05.2026 10:25,erfüllt,Mitarbeiter B,D45,BA-1004,"54,17","0,32","4,28","-0,83","0,32","0,28","0,93"
,100003,Artikel Gamma,11.05.2026 13:39,erfüllt,Mitarbeiter B,D45,BA-1001,"55,83","-0,27","4,24","0,83","-0,27","0,24","0,91"
,100001,Artikel Alpha,11.05.2026 20:35,erfüllt,Mitarbeiter B,D45,BA-1001,"55,08","-0,03","3,86","0,08","-0,03","-0,14","0,16"
,100010,Artikel Kappa,12.05.2026 23:40,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"57,09","0,3","4,07","2,09","0,3","0,07","2,11"
,100019,Artikel Tau,13.05.2026 17:32,erfüllt,Mitarbeiter B,D45,BA-1004,"55,29","0,22","3,86","0,29","0,22","-0,14","0,39"
,100013,Artikel Nu,14.05.2026 00:15,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"57,1","-0,07","4,07","2,1","-0,07","0,07","2,1"
,100012,Artikel Mu,14.05.2026 20:12,erfüllt,Mitarbeiter A,D45,BA-1003,"54,84","0,23","3,67","-0,16","0,23","-0,33","0,43"
,100020,Artikel Upsilon,15.05.2026 04:09,erfüllt,Mitarbeiter C,D45,BA-1002,"54,08","-0,05","4,3","-0,92","-0,05","0,3","0,97"
,100016,Artikel Pi,17.05.2026 19:37,erfüllt,Mitarbeiter C,D45,BA-1003,"54,51","0,23","3,75","-0,49","0,23","-0,25","0,6"
,100004,Artikel Delta,18.05.2026 14:03,erfüllt,Mitarbeiter D,D45,BA-1003,"55,59","-0,01","3,75","0,59","-0,01","-0,25","0,64"
,100004,Artikel Delta,18.05.2026 19:32,erfüllt,Mitarbeiter D,D45,BA-1001,"55,56","0,05","3,89","0,56","0,05","-0,11","0,57"
,100023,Artikel Psi,18.05.2026 22:34,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"53,44","0,16","4,17","-1,56","0,16","0,17","1,58"
,100024,Artikel Omega,19.05.2026 05:17,erfüllt,Mitarbeiter A,D45,BA-1001,"54,97","-0,29","3,72","-0,03","-0,29","-0,28","0,4"
,100007,Artikel Eta,19.05.2026 13:49,erfüllt,Mitarbeiter B,D45,BA-1001,"54,91","0,16","3,84","-0,09","0,16","-0,16","0,24"
,100025,Artikel Nova,22.05.2026 04:52,erfüllt,Mitarbeiter C,D45,BA-1003,"55,1","0,26","4,33","0,1","0,26","0,33","0,43"
,100013,Artikel Nu,23.05.2026 12:20,erfüllt,Mitarbeiter A,D45,BA-1003,"53,95","0,33","3,69","-1,05","0,33","-0,31","1,14"
,100011,Artikel Lambda,24.05.2026 08:51,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"57,29","-0,18","4,27","2,29","-0,18","0,27","2,31"
,100023,Artikel Psi,24.05.2026 15:08,erfüllt,Mitarbeiter C,D45,BA-1002,"54,97","0,33","4,3","-0,03","0,33","0,3","0,45"
,100002,Artikel Beta,25.05.2026 02:27,erfüllt,Mitarbeiter B,D45,BA-1003,"53,72","-0,07","4,2","-1,28","-0,07","0,2","1,3"
,100009,Artikel Iota,25.05.2026 14:03,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"56,97","-0,28","3,81","1,97","-0,28","-0,19",2
,100007,Artikel Eta,26.05.2026 06:31,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"56,96","0,08","3,68","1,96","0,08","-0,32","1,99"
,100004,Artikel Delta,27.05.2026 13:09,erfüllt,Mitarbeiter A,D45,BA-1003,"54,55","-0,33","4,22","-0,45","-0,33","0,22","0,6"
,100020,Artikel Upsilon,27.05.2026 16:34,erfüllt,Mitarbeiter D,D45,BA-1001,"55,54","0,23","4,02","0,54","0,23","0,02","0,59"
,100003,Artikel Gamma,28.05.2026 16:00,erfüllt,Mitarbeiter A,D45,BA-1002,"54,19","-0,03","3,98","-0,81","-0,03","-0,02","0,81"
,100024,Artikel Omega,29.05.2026 17:54,erfüllt,Mitarbeiter B,D45,BA-1001,"56,18","-0,08","4,11","1,18","-0,08","0,11","1,19"
,100010,Artikel Kappa,30.05.2026 03:35,erfüllt,Mitarbeiter C,D45,BA-1002,"56,14","0,3","4,22","1,14","0,3","0,22","1,2"
,100006,Artikel Zeta,30.05.2026 06:58,erfüllt,Mitarbeiter C,D45,BA-1003,"54,92","0,33","4,12","-0,08","0,33","0,12","0,36"
,100011,Artikel Lambda,30.05.2026 11:33,erfüllt,Mitarbeiter B,D45,BA-1002,"56,14","0,17","4,02","1,14","0,17","0,02","1,15"
,100016,Artikel Pi,30.05.2026 19:12,erfüllt,Mitarbeiter A,D45,BA-1004,"55,34","-0,05","3,95","0,34","-0,05","-0,05","0,35"
,100012,Artikel Mu,01.06.2026 22:46,erfüllt,Mitarbeiter C,D45,BA-1001,"54,52","-0,19","4,23","-0,48","-0,19","0,23","0,57"
,100004,Artikel Delta,02.06.2026 09:24,erfüllt,Mitarbeiter B,D45,BA-1004,"54,68","0,27","4,24","-0,32","0,27","0,24","0,48"
,100001,Artikel Alpha,02.06.2026 10:09,erfüllt,Mitarbeiter D,D45,BA-1004,"55,28","-0,12","3,83","0,28","-0,12","-0,17","0,35"
,100003,Artikel Gamma,02.06.2026 15:00,erfüllt,Mitarbeiter B,D45,BA-1001,"53,97","0,16","4,17","-1,03","0,16","0,17","1,06"
,100006,Artikel Zeta,02.06.2026 15:52,erfüllt,Mitarbeiter B,D45,BA-1004,"55,51","-0,03","3,66","0,51","-0,03","-0,34","0,61"
,100025,Artikel Nova,02.06.2026 23:03,erfüllt,Mitarbeiter A,D45,BA-1003,"55,2","-0,03","3,83","0,2","-0,03","-0,17","0,26"
,100007,Artikel Eta,03.06.2026 03:16,erfüllt,Mitarbeiter C,D45,BA-1002,"55,8","0,21","3,99","0,8","0,21","-0,01","0,83"
,100002,Artikel Beta,03.06.2026 09:18,erfüllt,Mitarbeiter A,D45,BA-1001,"56,22","0,25","4,07","1,22","0,25","0,07","1,25"
,100011,Artikel Lambda,03.06.2026 20:39,erfüllt,Mitarbeiter A,D45,BA-1001,"55,7","0,04","4,3","0,7","0,04","0,3","0,76"
,100010,Artikel Kappa,04.06.2026 00:35,erfüllt,Mitarbeiter A,D45,BA-1004,"54,67","0,34","4,14","-0,33","0,34","0,14","0,49"
,100016,Artikel Pi,05.06.2026 22:45,erfüllt,Mitarbeiter B,D45,BA-1004,"54,84","0,18","3,94","-0,16","0,18","-0,06","0,25"
,100013,Artikel Nu,06.06.2026 06:49,erfüllt,Mitarbeiter D,D45,BA-1001,"54,45","0,23","3,67","-0,55","0,23","-0,33","0,68"
,100022,Artikel Chi,08.06.2026 09:44,erfüllt,Mitarbeiter C,D45,BA-1003,"54,26","0,15","4,08","-0,74","0,15","0,08","0,76"
,100021,Artikel Phi,08.06.2026 15:44,erfüllt,Mitarbeiter C,D45,BA-1002,"55,41","-0,01","4,16","0,41","-0,01","0,16","0,44"
,100013,Artikel Nu,10.06.2026 09:37,erfüllt,Mitarbeiter B,D45,BA-1003,"55,88","-0,25","4,24","0,88","-0,25","0,24","0,95"
,100015,Artikel Omikron,11.06.2026 09:56,erfüllt,Mitarbeiter A,D45,BA-1003,"54,5","0,03","4,05","-0,5","0,03","0,05","0,5"
,100013,Artikel Nu,12.06.2026 09:03,erfüllt,Mitarbeiter D,D45,BA-1002,"54,3","0,19","4,26","-0,7","0,19","0,26","0,77"
,100014,Artikel Xi,12.06.2026 23:26,erfüllt,Mitarbeiter B,D45,BA-1003,"55,57","0,19","3,67","0,57","0,19","-0,33","0,69"
,100011,Artikel Lambda,13.06.2026 07:10,erfüllt,Mitarbeiter D,D45,BA-1003,"55,45","0,18","4,22","0,45","0,18","0,22","0,53"
,100013,Artikel Nu,15.06.2026 11:54,erfüllt,Mitarbeiter D,D45,BA-1003,"54,9","-0,2","4,24","-0,1","-0,2","0,24","0,33"
,100018,Artikel Sigma,15.06.2026 14:28,erfüllt,Mitarbeiter C,D45,BA-1002,"55,02","-0,16","4,04","0,02","-0,16","0,04","0,17"
,100012,Artikel Mu,19.06.2026 13:53,erfüllt,Mitarbeiter A,D45,BA-1003,"55,49","-0,21","4,06","0,49","-0,21","0,06","0,54"
,100019,Artikel Tau,21.06.2026 04:13,erfüllt,Mitarbeiter C,D45,BA-1004,"54,96","0,05","3,81","-0,04","0,05","-0,19","0,2"
,100020,Artikel Upsilon,21.06.2026 16:41,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"55,84","-0,72","3,7","0,84","-0,72","-0,3","1,15"
,100019,Artikel Tau,21.06.2026 17:18,erfüllt,Mitarbeiter C,D45,BA-1003,"54,94","-0,29","3,73","-0,06","-0,29","-0,27","0,4"
,100002,Artikel Beta,21.06.2026 19:51,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"54,42","-0,04","3,38","-0,58","-0,04","-0,62","0,85"
,100009,Artikel Iota,22.06.2026 00:34,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"57,23","-0,16","4,32","2,23","-0,16","0,32","2,26"
,100018,Artikel Sigma,22.06.2026 03:48,erfüllt,Mitarbeiter C,D45,BA-1004,"54,59","0,01","4,21","-0,41","0,01","0,21","0,46"
,100019,Artikel Tau,24.06.2026 16:15,erfüllt,Mitarbeiter C,D45,BA-1001,"54,35","0,19","3,84","-0,65","0,19","-0,16","0,7"
,100014,Artikel Xi,25.06.2026 14:10,erfüllt,Mitarbeiter B,D45,BA-1001,"56,16","0,05","4,33","1,16","0,05","0,33","1,21"
,100014,Artikel Xi,26.06.2026 10:27,erfüllt,Mitarbeiter D,D45,BA-1004,"55,92","-0,24","3,68","0,92","-0,24","-0,32",1
,100006,Artikel Zeta,27.06.2026 06:12,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"56,16","-0,33","4,54","1,16","-0,33","0,54","1,32"
